time at capture,time at tracking,x,y,diameter,area
2017-10-06 20:48:56.990767,2017-10-06 20:48:57.106720,157,63,61.590702056884766,1564.0
2017-10-06 20:48:57.158515,2017-10-06 20:48:57.270527,146,62,81.6190185546875,3038.0
2017-10-06 20:48:57.329305,2017-10-06 20:48:57.441885,169,107,96.40821838378906,3250.5
2017-10-06 20:48:57.479153,2017-10-06 20:48:57.588779,195,148,95.42937469482422,2151.5
2017-10-06 20:48:57.666748,2017-10-06 20:48:57.786477,223,196,50.99441146850586,853.5
2017-10-06 20:48:57.844383,2017-10-06 20:48:57.957540,249,245,35.471500396728516,477.0
2017-10-06 20:48:58.008476,2017-10-06 20:48:58.121249,265,284,26.259950637817383,160.5
2017-10-06 20:48:58.187680,2017-10-06 20:48:58.304242,259,266,50.13715362548828,639.0
2017-10-06 20:48:58.362778,2017-10-06 20:48:58.475437,270,293,63.16680145263672,1205.5
2017-10-06 20:48:58.511548,2017-10-06 20:48:58.618709,266,275,87.50758361816406,1775.0
2017-10-06 20:48:58.677031,2017-10-06 20:48:58.792449,266,251,80.84679412841797,2049.5
2017-10-06 20:48:58.847907,2017-10-06 20:48:58.964133,250,215,80.64315032958984,2607.0
2017-10-06 20:48:59.036583,2017-10-06 20:48:59.170465,232,170,74.90910339355469,2690.5
2017-10-06 20:48:59.229048,2017-10-06 20:48:59.342323,183,102,68.32453918457031,1947.0
2017-10-06 20:48:59.392804,2017-10-06 20:48:59.505984,161,89,58.34043502807617,1381.5
2017-10-06 20:48:59.579000,2017-10-06 20:48:59.696173,153,90,70.68081665039062,1546.5
2017-10-06 20:48:59.775685,2017-10-06 20:48:59.874274,155,102,75.83033752441406,2154.5
2017-10-06 20:48:59.900077,2017-10-06 20:48:59.991274,188,159,79.40441131591797,2106.5
2017-10-06 20:49:00.052302,2017-10-06 20:49:00.165747,204,190,74.41705322265625,1395.5
2017-10-06 20:49:00.253072,2017-10-06 20:49:00.362490,240,253,67.16332244873047,1263.5
2017-10-06 20:49:00.397983,2017-10-06 20:49:00.504055,251,269,44.242069244384766,546.0
2017-10-06 20:49:00.561532,2017-10-06 20:49:00.673968,245,274,63.36802291870117,914.0
2017-10-06 20:49:00.727820,2017-10-06 20:49:00.840869,259,293,38.7723503112793,607.0
2017-10-06 20:49:00.892413,2017-10-06 20:49:01.011459,253,290,84.29654693603516,1669.0
2017-10-06 20:49:01.089341,2017-10-06 20:49:01.209538,259,258,88.18388366699219,1957.0
2017-10-06 20:49:01.275775,2017-10-06 20:49:01.411799,253,227,92.5912094116211,2614.5
2017-10-06 20:49:01.502606,2017-10-06 20:49:01.626729,241,179,69.22489166259766,1320.5
2017-10-06 20:49:01.693024,2017-10-06 20:49:01.814887,195,101,24.11168098449707,142.0
2017-10-06 20:49:01.881891,2017-10-06 20:49:02.003334,161,88,39.027198791503906,489.0
2017-10-06 20:49:02.068809,2017-10-06 20:49:02.173618,123,76,51.62345504760742,503.5
2017-10-06 20:49:02.229563,2017-10-06 20:49:02.346347,129,92,82.73395538330078,1994.5
2017-10-06 20:49:02.409732,2017-10-06 20:49:02.536712,158,126,99.09970092773438,2306.5
2017-10-06 20:49:02.620287,2017-10-06 20:49:02.734527,212,205,82.03871154785156,2291.0
2017-10-06 20:49:02.794528,2017-10-06 20:49:02.906503,229,244,66.60047149658203,1228.0
2017-10-06 20:49:02.958477,2017-10-06 20:49:03.074410,239,314,78.77984619140625,1126.5
2017-10-06 20:49:03.142234,2017-10-06 20:49:03.275310,251,324,55.95989227294922,981.5
2017-10-06 20:49:03.346262,2017-10-06 20:49:03.471441,261,322,97.13178253173828,2933.0
2017-10-06 20:49:03.528432,2017-10-06 20:49:03.641507,260,263,96.0333480834961,2856.5
2017-10-06 20:49:03.708171,2017-10-06 20:49:03.829543,240,218,98.28812408447266,3050.0
2017-10-06 20:49:03.905917,2017-10-06 20:49:04.021510,208,159,39.39859390258789,454.5
2017-10-06 20:49:04.090505,2017-10-06 20:49:04.214787,115,76,38.11000061035156,316.0
2017-10-06 20:49:04.283192,2017-10-06 20:49:04.402875,103,70,45.75161361694336,408.0
2017-10-06 20:49:04.471459,2017-10-06 20:49:04.592008,136,117,87.59239959716797,1899.0
2017-10-06 20:49:04.647559,2017-10-06 20:49:04.757358,158,149,84.29654693603516,2123.5
2017-10-06 20:49:04.824207,2017-10-06 20:49:04.943172,189,181,89.44409942626953,2767.0
2017-10-06 20:49:04.999713,2017-10-06 20:49:05.109180,244,259,84.54161071777344,1971.5
2017-10-06 20:49:05.140830,2017-10-06 20:49:05.246407,260,298,52.76174545288086,697.5
2017-10-06 20:49:05.297942,2017-10-06 20:49:05.414561,262,329,59.368408203125,853.0
2017-10-06 20:49:05.468730,2017-10-06 20:49:05.584535,260,296,84.81723022460938,2653.0
2017-10-06 20:49:05.656973,2017-10-06 20:49:05.781899,266,268,104.45542907714844,3170.5
2017-10-06 20:49:05.816994,2017-10-06 20:49:05.928157,251,166,93.95045471191406,2919.5
2017-10-06 20:49:05.990245,2017-10-06 20:49:06.100884,225,115,86.15751647949219,1526.0
2017-10-06 20:49:06.170944,2017-10-06 20:49:06.289351,188,83,56.53129577636719,891.0
2017-10-06 20:49:06.358326,2017-10-06 20:49:06.480151,140,70,71.61277770996094,1315.5
2017-10-06 20:49:06.549490,2017-10-06 20:49:06.668407,151,121,83.0220947265625,2337.5
2017-10-06 20:49:06.746482,2017-10-06 20:49:06.859829,172,155,87.83277130126953,2570.0
2017-10-06 20:49:06.914918,2017-10-06 20:49:07.026244,194,192,79.61125183105469,1594.0
2017-10-06 20:49:07.082065,2017-10-06 20:49:07.198284,217,235,97.20275115966797,2019.0
2017-10-06 20:49:07.253696,2017-10-06 20:49:07.367804,246,274,63.559017181396484,1185.0
2017-10-06 20:49:07.433222,2017-10-06 20:49:07.540834,254,305,50.30155563354492,706.5
2017-10-06 20:49:07.600711,2017-10-06 20:49:07.711977,253,317,56.19874572753906,756.5
2017-10-06 20:49:07.744250,2017-10-06 20:49:07.851200,256,316,72.90984344482422,1647.0
2017-10-06 20:49:07.915412,2017-10-06 20:49:08.029609,258,292,90.7524185180664,3030.0
2017-10-06 20:49:08.090902,2017-10-06 20:49:08.201669,256,252,100.50288391113281,3680.5
2017-10-06 20:49:08.247623,2017-10-06 20:49:08.356289,226,132,69.28577423095703,1930.0
2017-10-06 20:49:08.419079,2017-10-06 20:49:08.531149,205,95,58.31110382080078,347.0
2017-10-06 20:49:08.565694,2017-10-06 20:49:08.672232,182,79,27.637800216674805,127.5
2017-10-06 20:49:08.740731,2017-10-06 20:49:08.864389,154,77,71.37996673583984,2243.5
2017-10-06 20:49:08.936086,2017-10-06 20:49:09.056358,180,115,87.71343994140625,2825.5
2017-10-06 20:49:09.122569,2017-10-06 20:49:09.230950,187,160,81.57833862304688,2331.0
2017-10-06 20:49:09.285987,2017-10-06 20:49:09.399637,202,203,82.03871154785156,2112.5
2017-10-06 20:49:09.450629,2017-10-06 20:49:09.565243,223,237,67.90193176269531,1162.0
2017-10-06 20:49:09.643754,2017-10-06 20:49:09.763794,246,280,64.71472930908203,1151.0
2017-10-06 20:49:09.825928,2017-10-06 20:49:09.936791,249,292,57.10697555541992,805.5
2017-10-06 20:49:10.011923,2017-10-06 20:49:10.131431,248,305,66.12889099121094,1121.0
2017-10-06 20:49:10.167391,2017-10-06 20:49:10.275462,253,306,83.3854751586914,2680.5
2017-10-06 20:49:10.327653,2017-10-06 20:49:10.442355,256,267,94.54142761230469,3167.5
2017-10-06 20:49:10.519529,2017-10-06 20:49:10.636692,247,220,61.499847412109375,1199.0
2017-10-06 20:49:10.705875,2017-10-06 20:49:10.828415,217,102,20.314775466918945,145.0
2017-10-06 20:49:10.884384,2017-10-06 20:49:11.003225,217,102,18.425199508666992,80.0
2017-10-06 20:49:11.065996,2017-10-06 20:49:11.177555,217,102,6.595218181610107,20.0
2017-10-06 20:49:11.237354,2017-10-06 20:49:11.348912,200,348,54.79676055908203,857.5
2017-10-06 20:49:11.416319,2017-10-06 20:49:11.549121,162,110,94.27173614501953,3211.0
2017-10-06 20:49:11.609938,2017-10-06 20:49:11.721138,189,148,90.07550048828125,2460.5
2017-10-06 20:49:11.752311,2017-10-06 20:49:11.859556,240,241,79.74446868896484,2787.0
2017-10-06 20:49:11.917799,2017-10-06 20:49:12.029786,251,272,70.90576934814453,1238.5
2017-10-06 20:49:12.101600,2017-10-06 20:49:12.228304,259,310,53.17234802246094,784.0
2017-10-06 20:49:12.298980,2017-10-06 20:49:12.424817,263,305,55.77590560913086,1059.5
2017-10-06 20:49:12.493860,2017-10-06 20:49:12.618733,268,287,92.84294128417969,2679.0
2017-10-06 20:49:12.690553,2017-10-06 20:49:12.807596,265,252,94.58631134033203,3033.0
2017-10-06 20:49:12.876072,2017-10-06 20:49:12.995990,254,209,73.59275817871094,1566.5
2017-10-06 20:49:13.061945,2017-10-06 20:49:13.183063,254,209,10.196479797363281,43.0
2017-10-06 20:49:13.242273,2017-10-06 20:49:13.359180,254,209,15.449999809265137,81.5
2017-10-06 20:49:13.427383,2017-10-06 20:49:13.539237,213,89,27.036273956298828,277.5
2017-10-06 20:49:13.620319,2017-10-06 20:49:13.749304,185,51,84.31542205810547,2629.0
2017-10-06 20:49:13.808758,2017-10-06 20:49:13.921516,209,150,82.24813842773438,2178.5
2017-10-06 20:49:13.995452,2017-10-06 20:49:14.113888,223,186,84.7671890258789,2189.5
