TIMESTAMP,ACCEL_DATA_X, ACCEL_DATA_Y, ACCEL_DATA_Z, GYRO_DATA_X, GYRO_DATA_Y, GYRO_DATA_Z, MAG_DATA_X, MAG_DATA_Y, MAG_DATA_Z, QUATERNION_DATA_W, QUATERNION_DATA_X, QUATERNION_DATA_Y, QUATERNION_DATA_Z
1507346969635,65208,539,64796,65420,613,591,65421,65256,628,64872,56541,12293,5997
1507346969661,65231,556,64730,65344,643,548,65421,65256,628,64743,56570,12325,5959
1507346969676,65245,553,64750,65365,579,400,65386,65250,609,64690,56578,12334,5945
1507346969687,65255,555,64763,65391,405,316,65386,65250,609,64647,56592,12349,5925
1507346969703,65256,545,64786,65413,334,174,65386,65250,609,64582,56595,12352,5917
1507346969719,65262,553,64783,65450,257,126,65386,65250,609,64558,56596,12354,5910
1507346969731,65261,549,64785,65496,193,66,65373,65256,598,64541,56588,12358,5886
1507346969744,65256,543,64783,26,97,65518,65373,65256,598,64534,56571,12363,5850
1507346969766,65248,541,64762,8,144,65504,65373,65256,598,64530,56561,12366,5817
1507346969784,65254,548,64768,2,20,17,65362,65256,592,64526,56557,12366,5822
1507346969806,65290,597,64784,183,65170,65378,65362,65256,592,64654,56546,12367,5822
1507346969828,65214,549,64505,830,64226,64668,65356,65250,603,64957,56507,12346,5845
1507346969850,65259,456,64902,839,63911,64301,65356,65250,603,65326,56444,12276,5880
1507346969873,65105,360,64814,831,64396,64579,65397,65274,603,65513,56419,12277,5882
1507346969893,65138,372,64847,65466,77,7,65397,65274,603,65507,56415,12275,5880
1507346969920,65131,424,64772,65335,324,278,65397,65274,641,65429,56454,12306,5874
1507346969939,65216,510,64716,65321,352,403,65456,65287,641,65340,56480,12329,5864
1507346969954,65186,462,64817,65362,346,486,65456,65287,641,65300,56501,12350,5850
1507346969971,65190,485,64784,65487,346,486,65456,65287,641,65260,56522,12371,5819
1507346969984,65192,490,64766,65526,365,431,65428,65280,616,65185,56556,12429,5786
1507346970004,65197,493,64747,65369,325,457,65428,65280,616,65104,56613,12457,5782
1507346970026,65218,508,64764,65329,214,329,65404,65287,622,65031,56630,12471,5786
1507346970045,65216,508,64731,65228,155,217,65404,65287,622,64943,56655,12467,5812
1507346970069,65316,516,64739,65200,107,63,65404,65280,598,64891,56656,12445,5854
1507346970091,65226,513,64768,65049,25,73,65380,65280,598,64830,56665,12400,5945
1507346970115,65379,675,64893,64945,394,65273,65380,65280,598,64749,56633,12318,5993
1507346970134,65334,693,64784,64855,414,65164,65380,65256,616,64698,56573,12270,6073
1507346970159,65258,559,64864,65329,65205,65414,65380,65256,616,64736,56571,12224,6177
1507346970198,65208,562,64847,65096,53,158,65368,65244,584,64639,56598,12209,6220
1507346970219,65235,573,64850,65282,332,112,65368,65244,584,64602,56579,12194,6208
1507346970235,65245,577,64911,65331,506,121,65386,65226,592,64505,56557,12198,6154
1507346970258,65232,570,64806,131,563,169,65386,65226,592,64398,56544,12219,6081
1507346970280,65237,578,64784,245,416,239,65356,65226,598,64357,56547,12254,6007
1507346970302,65251,585,64782,327,286,275,65356,65226,598,64336,56562,12316,5911
1507346970327,65267,581,64776,221,157,242,65349,65239,592,64321,56582,12348,5867
1507346970343,65289,593,64772,206,129,136,65349,65239,592,64318,56595,12361,5836
1507346970362,65293,591,64774,182,19,70,65349,65239,592,64330,56597,12374,5827
1507346970376,65290,586,64777,144,65530,5,65338,65232,598,64334,56590,12373,5821
1507346970392,65276,575,64780,50,65505,65480,65338,65232,598,64348,56582,12374,5806
1507346970413,65273,574,64783,22,65469,65477,65338,65232,598,64366,56577,12364,5801
1507346970434,65270,577,64790,35,65447,65477,65320,65244,584,64378,56555,12363,5798
1507346970455,65271,570,64772,26,65437,65457,65320,65244,584,64409,56548,12361,5796
1507346970478,65266,570,64775,65524,65455,65455,65338,65250,584,64416,56536,12353,5797
1507346970498,65269,567,64766,65482,65427,65460,65338,65250,584,64442,56532,12348,5805
1507346970520,65259,574,64777,65490,65333,65456,65338,65250,584,64475,56537,12344,5826
1507346970538,65254,579,64776,65430,65262,65453,65344,65263,603,64509,56542,12334,5897
1507346970563,65228,604,64689,65294,65138,65437,65344,65263,603,64546,56564,12304,5963
1507346970582,65255,609,64839,65078,64758,65422,65368,65244,603,64622,56589,12273,6079
1507346970605,65230,633,64748,232,64776,65070,65368,65244,603,64852,56576,12243,6148
1507346970627,65160,640,64455,65217,64170,64956,65362,65239,598,64943,56603,12161,6364
1507346970644,65206,644,64593,64789,63866,64801,65362,65239,598,65163,56609,12110,6464
1507346970663,65207,733,64508,532,64329,64670,65362,65239,598,65388,56598,12058,6566
1507346970677,65133,800,64128,65020,64084,64868,65415,65226,603,65448,56617,11970,6945
1507346970693,65277,611,64862,63840,63732,64916,65415,65226,603,40,56710,11716,7299
1507346970716,65094,724,64389,64108,63721,65119,65415,65226,603,161,56754,11572,7603
1507346970735,65067,682,64824,64652,63397,64866,65480,65197,598,615,56882,11519,7777
1507346970759,64948,648,64524,4187,63152,64151,65480,65197,598,1336,56964,11645,7736
1507346970803,65048,1026,65474,2367,63015,62393,20,65167,553,2833,57074,11420,7435
1507346970825,64612,399,64672,2340,63105,62500,129,65239,572,3545,57000,11293,7448
1507346970842,64713,65282,64573,1066,61814,63489,129,65239,572,4232,57170,10984,7752
1507346970866,64861,197,65044,1847,61326,142,129,65239,572,4872,57583,10949,7889
1507346970886,64836,491,65073,2000,61502,31,284,65333,585,5785,58229,10808,8048
1507346970910,64695,224,64957,1410,60965,64950,284,65333,585,6446,58658,10532,8287
1507346970930,64670,65399,64876,65141,59639,191,396,65368,529,7065,59244,10101,8770
1507346970952,65183,97,65036,381,58658,1362,396,65368,529,7717,60086,9478,9430
1507346970975,65278,389,65437,1304,58337,947,545,65392,396,8404,61036,9272,9678
1507346970995,65432,531,65472,1167,58091,476,545,65392,396,9449,62411,8423,9921
1507346971020,188,564,265,5,58254,11,545,65392,396,10061,63134,7712,10098
1507346971039,412,185,726,478,59446,64970,652,65368,185,10599,63812,7124,10076
1507346971064,32,601,456,1801,60047,65030,652,65368,185,11081,64610,6692,9939
1507346971084,64029,2007,1269,2559,58208,64590,676,65338,65463,12004,879,5625,9587
1507346971110,207,739,1418,3080,58098,64668,676,65338,65463,12465,1819,4904,9257
1507346971130,61,532,1525,65209,59685,64733,624,65332,65263,12811,2112,4087,9139
1507346971154,65457,317,1497,61690,63141,65280,624,65332,65263,13035,1705,3027,9182
1507346971177,65457,298,1178,62178,63642,65012,512,65325,65074,13188,1487,2638,9151
1507346971199,65408,405,1404,62533,65270,65203,512,65325,65074,13298,948,2328,9235
1507346971223,65369,573,1196,61069,1350,65512,512,65325,65005,13304,152,2096,9329
1507346971243,65348,386,900,60546,1803,64662,446,65421,65005,13322,64319,1699,9290
1507346971268,65283,187,865,60083,1595,64304,446,65421,65005,13338,63370,1343,9169
1507346971288,65263,65508,843,59669,1135,64002,499,9,65024,13314,62424,882,8984
1507346971333,65395,65020,1061,61637,615,63926,504,195,65117,13307,61197,276,8422
1507346971355,65081,64722,565,865,294,64873,504,195,65117,13415,61255,380,8337
1507346971378,65283,64872,456,141,65535,65489,510,344,65181,13432,61192,282,8436
1507346971424,65219,65252,991,567,65112,401,510,344,65181,13355,61269,287,8500
1507346971435,65273,65212,964,1074,65075,261,504,348,65188,13381,61451,333,8520
1507346971452,65279,65307,958,432,65385,165,504,348,65188,13378,61484,341,8540
1507346971471,65244,65227,973,65357,52,65477,504,348,65188,13377,61458,339,8521
1507346971489,65251,65149,841,96,152,65364,515,320,65162,13393,61444,346,8497
1507346971514,65265,65082,710,65409,65481,81,515,320,65162,13382,61425,322,8513
1507346971538,65234,65219,920,81,65477,52,515,331,65168,13379,61440,325,8518
1507346971564,65248,65181,842,34,21,65508,515,331,65168,13381,61437,323,8512
1507346971586,65252,65165,831,65466,11,65519,508,324,65181,13380,61427,321,8510
1507346971611,65254,65149,839,15,7,65533,508,324,65181,13381,61430,322,8510
1507346971634,65257,65159,842,12,65527,16,508,337,65162,13380,61432,321,8513
1507346971661,65259,65170,873,65533,1,4,508,337,65162,13380,61433,322,8513
1507346971683,65252,65177,840,6,12,65532,502,326,65162,13354,61432,310,8554
1507346971708,65254,65167,847,65532,65528,11,502,326,65162,13354,61433,312,8555
1507346971732,65249,65173,860,14,3,65535,508,320,65168,13324,61434,299,8602
1507346971757,65255,65163,836,65513,2,65531,508,320,65168,13323,61431,297,8602
1507346971784,65255,65156,851,0,65534,3,508,331,65181,13305,61430,288,8629
1507346971811,65254,65162,852,65532,65533,7,508,331,65181,13305,61430,288,8629
1507346971833,65253,65170,857,6,6,2,508,337,65181,13296,61430,284,8644
1507346971858,65253,65170,844,65531,0,4,508,337,65181,13296,61431,285,8644
1507346971884,65253,65170,863,3,1,0,496,320,65181,13277,61432,276,8674
1507346971911,65253,65169,846,65530,4,65532,496,320,65181,13277,61432,275,8675
1507346971934,65253,65158,847,65528,0,1,513,326,65168,13254,61431,265,8709
1507346971958,65250,65160,842,65534,65533,3,513,326,65168,13254,61431,265,8709
1507346971982,65251,65166,859,4,65535,3,502,331,65168,13243,61431,260,8725
1507346972022,65254,65167,842,65535,4,1,502,331,65168,13234,61432,256,8741
1507346972082,65254,65163,853,65531,65535,0,496,344,65168,13233,61432,256,8741
